72 737 972 
885 463 722 
590 153 681 
137 85 934 
273 893 799 
531 964 874 
276 549 71 
897 482 774 
486 111 715 
166 106 176 
87 529 912 
59 413 726 
780 3 879 
812 491 315 
745 763 207 
896 293 171 
769 921 71 
839 817 904 
964 654 15 
678 171 472 
853 258 1 
116 668 413 
842 799 767 
720 610 609 
386 707 371 
593 602 16 
115 370 936 
537 560 104 
441 523 757 
455 552 927 
926 404 536 
926 871 203 
691 712 353 
809 783 963 
418 169 21 
140 113 974 
155 579 695 
442 115 254 
545 555 776 
653 9 327 
580 287 82 
467 564 952 
22 606 16 
374 767 798 
336 184 318 
708 323 782 
681 830 360 
375 271 475 
980 816 29 
755 468 390 
433 399 676 
866 218 591 
818 239 197 
833 612 963 
982 948 498 
652 7 172 
433 688 1 
793 414 624 
267 394 791 
295 500 610 
684 285 361 
711 150 578 
654 319 816 
202 503 427 
516 837 726 
13 488 733 
536 920 772 
537 712 537 
512 978 930 
302 625 782 
911 660 418 
271 723 919 
848 376 238 
663 577 92 
442 92 928 
167 456 415 
899 991 335 
22 879 398 
559 390 728 
840 691 352 
973 954 363 
390 576 85 
309 424 812 
898 438 388 
989 879 831 
917 398 286 
331 648 629 
665 670 507 
415 228 897 
142 419 939 
493 392 244 
207 781 820 
292 89 595 
103 986 384 
843 975 615 
25 243 12 
663 573 659 
291 590 328 
797 4 907 
45 145 326 
336 989 717 
579 547 849 
750 838 290 
344 293 627 
728 487 953 
342 511 195 
705 173 768 
363 815 709 
43 964 712 
301 8 208 
978 695 548 
46 626 94 
895 375 284 
184 71 928 
162 150 414 
115 843 276 
309 547 801 
76 261 967 
784 655 930 
847 308 290 
406 285 984 
953 331 961 
47 577 688 
682 112 758 
609 273 259 
374 387 101 
1 48 999 
153 475 611 
120 611 266 
49 457 573 
338 215 209 
674 167 891 
634 565 819 
321 246 930 
430 206 555 
688 579 293 
140 580 340 
138 732 815 
749 851 777 
366 252 233 
290 589 447 
850 262 966 
741 248 530 
911 568 128 
193 350 333 
747 389 912 
391 529 843 
83 18 926 
249 118 129 
25 835 380 
609 124 968 
408 974 582 
373 66 829 
254 976 748 
381 520 449 
66 266 838 
329 9 718 
171 91 735 
448 691 853 
576 715 39 
307 323 163 
275 82 488 
208 454 905 
388 60 232 
135 440 752 
584 857 369 
773 185 729 
490 707 819 
576 155 861 
780 82 575 
819 389 250 
981 15 331 
820 574 137 
76 961 196 
307 447 987 
410 382 844 
779 154 380 
507 643 87 
678 219 593 
538 998 674 
465 168 414 
66 148 780 
748 319 353 
236 394 313 
783 53 760 
770 462 141 
965 592 647 
344 451 641 
782 480 859 
374 369 209 
400 185 376 
813 250 876 
945 350 546 
297 585 940 
962 368 344 
721 489 157 
213 453 749 
859 148 551 
500 930 30 
710 303 398 
270 54 583 
998 867 184 
225 811 533 
770 459 118 
61 420 837 
404 492 325 
561 57 129 
661 267 276 
211 766 205 
592 828 860 
989 449 913 
923 446 131 
107 22 293 
991 792 752 
460 204 171 
296 960 15 
620 872 71 
748 532 337 
376 94 455 
580 685 282 
791 25 82 
704 948 880 
834 406 901 
127 396 44 
230 856 248 
752 151 207 
766 123 78 
836 222 961 
173 597 54 
627 529 90 
260 319 114 
341 374 61 
572 560 466 
473 38 862 
868 267 69 
115 18 219 
673 136 693 
750 971 915 
62 143 863 
115 121 743 
204 380 62 
318 73 787 
730 996 346 
548 820 735 
761 688 353 
829 154 723 
399 827 858 
92 928 828 
358 990 323 
220 104 443 
963 660 175 
376 329 599 
514 410 946 
212 957 766 
946 717 453 
651 897 958 
373 296 784 
230 387 712 
409 744 701 
731 315 156 
526 629 167 
700 356 847 
650 870 257 
595 433 565 
712 730 634 
164 380 530 
122 752 825 
257 333 563 
968 742 658 
20 472 325 
528 997 953 
46 48 661 
893 49 882 
501 996 314 
417 707 43 
50 223 423 
932 696 526 
108 952 859 
671 272 600 
680 643 423 
4 170 772 
309 568 171 
969 812 220 
202 312 215 
515 80 273 
909 130 495 
331 413 190 
209 520 142 
67 190 765 
18 222 407 
440 225 929 
563 533 496 
734 853 659 
953 54 322 
519 920 401 
143 829 530 
638 511 942 
179 719 814 
672 785 3 
436 154 224 
195 594 801 
123 156 685 
970 241 890 
628 545 943 
949 415 215 
349 558 43 
231 547 553 
524 725 272 
337 397 408 
692 184 562 
267 378 155 
419 852 662 
104 173 903 
993 800 447 
287 100 862 
501 801 771 
895 383 317 
448 258 41 
71 947 789 
478 638 973 
39 256 702 
545 27 554 
559 130 726 
813 474 878 
259 112 329 
472 965 129 
594 211 863 
910 658 121 
303 728 67 
91 558 56 
415 596 311 
469 493 689 
374 51 818 
451 863 643 
328 473 107 
9 297 423 
137 890 633 
1000 800 643 
472 454 722 
538 544 279 
593 311 875 
255 779 719 
944 152 769 
113 602 631 
108 282 103 
214 290 751 
988 778 641 
972 129 792 
614 600 245 
336 137 140 
966 81 450 
192 336 580 
910 279 83 
678 743 37 
660 850 318 
115 415 959 
865 402 736 
505 726 865 
296 339 816 
540 26 953 
32 992 33 
481 535 720 
413 445 350 
495 474 93 
531 134 942 
200 248 709 
158 112 110 
246 969 187 
462 616 526 
277 508 903 
581 539 246 
966 19 781 
685 431 577 
35 278 50 
127 808 535 
420 360 782 
128 517 246 
590 762 214 
776 223 181 
653 852 688 
908 432 226 
153 749 245 
285 434 27 
861 820 656 
263 298 816 
797 717 175 
931 197 691 
176 138 805 
741 913 379 
921 918 230 
609 825 14 
834 329 762 
430 614 547 
809 826 366 
816 88 15 
631 237 84 
805 167 280 
848 694 417 
652 434 681 
382 706 598 
612 666 774 
977 852 103 
90 633 716 
637 441 893 
354 257 333 
369 239 569 
804 44 735 
83 891 428 
851 894 213 
883 275 918 
833 238 936 
606 566 787 
708 656 419 
775 644 212 
668 997 820 
1000 717 58 
920 520 453 
654 954 695 
433 804 588 
645 687 215 
914 519 804 
201 476 370 
987 536 25 
406 310 20 
969 329 16 
788 680 85 
845 599 604 
298 604 910 
992 36 65 
932 32 103 
498 298 973 
301 498 449 
670 837 984 
46 594 645 
417 562 974 
433 349 5 
869 545 956 
824 842 559 
733 186 947 
798 469 330 
900 966 979 
225 266 829 
673 288 665 
8 685 258 
652 102 819 
977 886 167 
982 754 711 
937 577 905 
847 662 442 
793 811 910 
475 62 875 
453 286 492 
281 958 131 
945 965 816 
554 969 269 
372 945 154 
890 926 259 
953 214 187 
209 61 848 
650 205 10 
559 679 72 
785 484 357 
628 764 315 
759 61 631 
574 614 599 
842 986 544 
347 227 821 
605 179 387 
143 387 799 
991 388 3 
1000 298 34 
423 82 517 
780 710 632 
446 820 692 
76 393 306 
27 586 643 
922 284 221 
742 888 400 
480 382 138 
278 724 878 
633 76 175 
666 498 609 
534 277 670 
165 722 489 
857 150 233 
514 176 818 
508 97 101 
728 190 340 
479 670 721 
617 299 445 
846 931 520 
20 596 369 
628 481 646 
297 646 367 
137 854 516 
369 367 43 
186 226 139 
638 953 329 
329 432 350 
50 400 648 
846 245 579 
717 264 526 
85 244 359 
82 892 4 
801 29 209 
668 397 927 
711 935 152 
201 572 104 
881 901 887 
230 302 286 
230 499 882 
160 567 146 
37 3 741 
395 437 632 
750 237 660 
958 904 409 
884 966 343 
387 167 266 
491 399 518 
729 629 171 
15 210 21 
896 369 587 
393 405 942 
133 152 378 
117 253 966 
128 211 221 
536 446 187 
878 833 705 
496 675 103 
13 403 83 
184 769 292 
204 17 12 
143 409 769 
436 894 920 
813 10 172 
778 137 734 
998 25 532 
536 254 716 
592 749 390 
695 114 144 
129 297 265 
773 852 281 
784 346 41 
552 781 286 
823 945 647 
347 722 136 
432 72 160 
963 959 413 
30 551 514 
771 597 627 
915 77 923 
531 849 126 
811 633 824 
203 536 604 
489 711 549 
135 409 622 
270 192 45 
429 155 4 
194 536 906 
707 307 502 
333 573 930 
607 103 779 
84 265 763 
907 819 298 
511 307 360 
411 794 120 
32 63 312 
77 844 818 
432 389 353 
337 95 659 
190 779 231 
471 385 685 
249 468 301 
11 375 120 
661 237 426 
372 647 571 
492 30 986 
803 458 181 
620 889 569 
972 577 15 
983 118 145 
565 589 529 
250 189 348 
550 200 74 
21 212 662 
447 583 660 
369 74 690 
354 876 147 
534 847 388 
102 819 316 
468 153 786 
612 717 374 
492 318 914 
192 220 113 
617 240 324 
279 38 259 
938 407 332 
979 760 560 
126 646 406 
865 747 576 
180 567 728 
965 178 797 
690 22 114 
604 213 333 
68 829 925 
744 459 962 
2 397 368 
685 727 480 
244 852 125 
2 716 223 
929 248 789 
9 212 319 
805 254 340 
270 857 904 
955 924 732 
879 667 543 
840 20 291 
560 705 17 
39 300 869 
163 301 936 
737 230 183 
526 590 747 
196 394 1000 
535 663 856 
438 617 131 
521 495 150 
415 687 169 
705 246 225 
722 284 525 
942 798 177 
877 534 758 
412 411 347 
158 606 740 
509 492 755 
364 281 723 
846 154 570 
995 568 256 
516 273 501 
740 346 136 
616 287 285 
793 515 170 
902 926 581 
249 435 538 
340 943 382 
94 658 14 
169 504 519 
738 850 87 
993 365 711 
845 457 56 
332 72 694 
616 216 208 
785 118 134 
717 366 920 
607 57 215 
988 503 872 
353 671 727 
872 408 577 
310 752 293 
20 948 749 
427 631 173 
120 246 388 
327 382 505 
812 451 222 
84 57 279 
298 396 781 
169 748 803 
896 971 562 
824 280 313 
468 299 612 
217 77 242 
741 196 839 
480 875 572 
985 686 22 
558 769 430 
188 66 825 
320 587 925 
122 834 895 
683 9 527 
347 476 177 
310 44 254 
551 784 449 
741 264 323 
313 600 361 
686 509 481 
116 697 547 
940 16 485 
216 138 318 
463 172 678 
989 519 153 
165 828 197 
418 731 980 
219 823 595 
541 135 546 
253 821 55 
734 288 751 
632 227 118 
116 795 255 
785 257 779 
462 597 649 
614 761 476 
162 531 558 
494 101 381 
88 641 867 
634 246 39 
688 979 326 
790 610 905 
907 725 699 
514 861 307 
292 322 903 
940 287 15 
767 449 897 
325 942 997 
57 381 990 
275 366 235 
314 53 213 
639 842 822 
895 101 898 
593 614 110 
251 905 783 
153 844 69 
520 962 869 
416 638 162 
765 694 895 
754 969 260 
340 634 313 
904 624 506 
725 519 606 
974 463 219 
83 714 475 
865 218 670 
285 737 632 
506 505 269 
19 621 315 
913 374 635 
173 65 268 
837 968 243 
694 44 761 
652 17 576 
222 451 289 
697 667 506 
366 303 595 
997 160 451 
618 179 71 
932 443 796 
566 615 860 
185 803 179 
427 849 222 
540 500 590 
115 721 392 
403 417 58 
260 135 712 
206 483 872 
656 100 50 
726 383 492 
873 948 459 
84 484 613 
262 263 461 
483 802 960 
424 916 33 
815 670 449 
872 281 935 
584 487 418 
455 494 517 
856 572 900 
699 444 199 
157 528 35 
122 789 297 
582 624 98 
894 47 365 
926 862 34 
726 85 666 
661 668 152 
430 474 646 
298 681 217 
549 380 12 
748 888 539 
134 9 680 
430 943 303 
879 188 701 
243 113 914 
628 190 999 
293 202 18 
445 631 844 
442 929 524 
10 477 255 
21 576 143 
912 709 503 
591 490 797 
245 368 984 
945 610 448 
211 237 638 
209 530 191 
226 326 174 
69 119 102 
945 128 930 
199 148 858 
693 59 918 
548 1 408 
344 245 775 
680 542 737 
127 752 973 
116 312 854 
307 537 531 
480 958 649 
933 902 128 
214 452 628 
71 497 38 
341 44 39 
748 739 635 
522 418 528 
258 897 631 
583 12 942 
788 670 831 
319 501 788 
319 785 41 
447 999 844 
74 421 340 
111 761 383 
501 860 474 
136 382 891 
15 991 787 
646 925 151 
939 713 172 
769 383 673 
908 701 809 
300 499 159 
144 924 932 
835 387 44 
218 887 904 
691 374 637 
933 389 979 
72 386 904 
222 324 616 
745 445 998 
769 704 50 
578 356 549 
88 851 824 
19 685 210 
63 902 97 
318 944 822 
954 229 210 
932 300 947 
187 873 271 
802 617 67 
151 738 122 
553 315 477 
453 754 327 
276 773 12 
486 187 265 
934 504 561 
755 809 789 
317 740 88 
263 927 312 
885 80 928 
951 583 17 
425 135 331 
901 939 85 
228 214 209 
591 51 395 
855 336 250 
415 91 58 
203 759 149 
642 21 427 
953 906 859 
233 208 441 
249 632 927 
932 885 865 
368 464 430 
928 54 833 
674 908 168 
923 675 610 
332 229 720 
480 871 741 
907 175 998 
765 759 557 
557 360 541 
835 643 425 
51 10 888 
480 289 941 
664 962 200 
184 884 874 
145 567 455 
865 46 677 
605 304 851 
954 420 962 
862 976 321 
402 810 963 
178 860 324 
417 692 612 
709 707 573 
909 890 808 
134 35 374 
588 251 771 
264 207 75 
467 160 846 
428 21 822 
100 775 983 
62 952 195 
385 721 238 
348 429 296 
920 689 186 
79 823 572 
804 762 822 
574 378 28 
1000 196 539 
846 975 911 
19 74 685 
353 487 989 
547 223 61 
136 570 489 
432 841 178 
969 919 352 
892 722 113 
713 647 842 
92 647 37 
982 844 11 
892 862 436 
929 214 922 
269 113 144 
329 600 65 
817 31 905 
994 351 823 
345 242 896 
810 306 895 
3 749 541 
40 730 384 
402 622 597 
190 902 810 
111 170 274 
607 850 874 
671 666 256 
576 12 607 
750 708 200 
998 869 506 
892 872 606 
784 263 336 
519 664 309 
467 853 210 
276 316 731 
902 274 580 
775 944 597 
382 871 608 
340 973 668 
540 322 536 
397 565 407 
2 700 669 
337 218 685 
997 36 889 
206 311 556 
288 564 829 
867 690 125 
464 72 347 
423 411 671 
90 950 344 
978 698 908 
736 700 607 
757 388 176 
441 385 211 
681 942 874 
237 230 789 
417 448 479 
541 263 550 
240 686 312 
910 127 614 
254 104 311 
513 840 10 
472 596 750 
999 388 134 
210 68 427 
435 656 8 
223 73 456 
53 965 718 
602 204 403 
914 466 882 
527 719 985 
189 583 176 
551 54 123 
300 53 862 
785 614 282 
211 400 937 
219 974 361 
26 27 326 
743 980 881 
498 893 346 
379 771 416 
715 312 999 
243 862 404 
365 161 456 
227 297 421 
860 859 820 
796 429 794 
509 454 172 
834 197 151 
66 46 396 
412 776 518 
179 490 829 
177 732 690 
933 449 202 
388 27 498 
161 886 709 
980 33 137 
125 541 591 
648 726 139 
799 792 184 
194 555 311 
63 733 800 
892 910 884 
933 842 332 
487 581 710 
336 741 595 
44 73 627 
181 549 520 
771 197 245 
261 347 388 
796 892 942 
106 954 675 
257 197 936 
140 130 129 
823 616 709 
884 951 802 
478 995 226 
457 175 126 
976 297 322 
572 909 20 
960 704 911 
901 161 865 
575 417 61 
510 909 542 
638 83 157 
699 967 460 
852 796 454 
429 252 980 
554 579 628 
228 503 536 
247 462 591 
158 714 751 
22 289 519 
434 150 427 
976 140 862 
132 190 180 
591 41 975 
396 469 579 
727 22 509 
354 249 11 
241 848 472 
183 5 186 
933 378 826 
804 811 327 
582 786 466 
443 270 655 
622 212 47 
949 960 515 
527 686 889 
387 392 489 
398 632 336 
221 815 692 
406 99 69 
583 902 880 
910 484 17 
375 278 638 
382 252 202 
428 200 513 
295 78 198 
183 464 941 
23 861 925 
711 434 91 
402 839 189 
471 774 443 
702 683 278 
718 409 555 
708 142 158 
261 570 357 
773 864 786 
322 398 250 
263 772 462 
187 482 895 
277 884 86 
817 706 211 
259 407 245 
888 476 5 
795 183 147 
952 795 716 
661 567 931 
798 889 680 
399 151 451 
861 689 933 
107 965 168 
544 781 873 
754 392 279 
998 631 106 
355 425 641 
501 729 435 
568 741 2 
498 538 242 
529 937 744 
979 149 432 
263 255 748 
782 151 528 
654 904 271 
284 254 254 
390 608 678 
382 460 758 
816 27 498 
169 876 36 
410 404 972 
505 734 120 
936 349 726 
683 130 876 
563 136 132 
185 771 737 
438 512 696 
468 893 155 
225 709 533 
75 229 408 
110 991 163 
433 495 248 
904 431 948 
629 465 430 
857 379 565 
988 564 687 
724 353 199 
771 820 443 
925 397 503 
457 471 732 
216 932 722 
730 364 216 
329 619 998 
277 247 815 
706 103 193 
622 442 108 
660 165 461 
210 287 632 
653 211 380 
155 19 202 
238 586 133 
959 315 848 
527 996 466 
876 272 65 
690 329 167 
235 302 609 
342 961 125 
154 171 412 
138 175 974 
517 329 345 
71 919 930 
203 877 597 
403 755 592 
220 631 215 
284 672 895 
803 906 196 
763 600 156 
239 105 678 
2 594 852 
976 463 533 
320 533 451 
601 87 679 
549 489 786 
140 61 768 
706 344 439 
600 146 697 
795 908 648 
303 147 104 
332 148 698 
536 475 160 
68 146 692 
870 747 778 
900 647 619 
685 787 679 
452 844 374 
243 444 520 
291 590 779 
290 244 277 
393 928 425 
90 463 251 
601 882 397 
292 751 495 
422 650 141 
392 687 279 
422 490 123 
795 732 918 
666 374 859 
797 663 455 
73 408 382 
849 497 196 
100 98 77 
848 741 179 
342 514 828 
834 257 866 
113 678 356 
587 825 439 
856 842 813 
66 638 827 
520 63 234 
253 911 83 
448 362 532 
524 209 624 
702 902 138 
882 88 394 
99 552 424 
454 490 248 
245 345 441 
409 410 79 
235 282 141 
821 534 403 
255 334 117 
786 209 677 
761 263 931 
898 144 18 
644 242 921 
67 48 410 
666 292 106 
106 52 867 
184 286 148 
676 458 34 
431 712 719 
899 849 927 
575 610 189 
505 859 332 
874 502 926 
794 920 325 
555 585 968 
660 43 19 
527 578 656 
26 606 114 
411 36 177 
129 934 378 
56 860 339 
244 717 197 
928 590 51 
205 736 322 
529 290 259 
496 302 301 
866 828 878 
521 205 483 
634 616 870 
163 744 803 
540 799 15 
230 395 731 
778 674 320 
180 878 407 
502 758 697 
760 605 998 
60 470 177 
289 990 381 
772 976 348 
641 490 92 
796 29 242 
810 610 988 
892 387 661 
563 567 890 
970 420 647 
18 531 603 
367 942 424 
895 230 414 
627 1 741 
975 994 230 
66 789 610 
659 950 219 
647 841 957 
307 403 875 
549 724 294 
547 741 824 
150 459 765 
573 353 347 
338 980 347 
430 954 692 
659 371 832 
620 381 133 
190 27 973 
147 686 728 
21 234 803 
667 780 896 
490 281 354 
607 854 59 
953 543 38 
651 973 343 
695 983 65 
526 603 445 
659 144 472 
983 290 509 
62 663 742 
865 329 873 
112 170 154 
465 128 359 
875 80 253 
912 83 577 
606 777 560 
670 654 514 
467 312 657 
938 647 299 
798 708 313 
891 924 993 
763 35 162 
268 852 642 
978 726 721 
231 990 155 
807 947 283 
718 617 937 
231 435 600 
240 372 246 
890 521 306 
202 411 229 
546 173 616 
707 793 467 
348 770 544 
421 352 885 
927 159 832 
210 876 800 
498 459 234 
97 50 957 
695 291 477 
1000 844 887 
580 389 411 
195 447 203 
13 147 325 
909 567 676 
793 845 834 
976 406 62 
775 903 872 
360 352 273 
316 398 563 
144 397 406 
30 976 794 
793 523 592 
995 887 738 
319 795 656 
347 940 501 
180 915 258 
593 42 161 
816 401 864 
88 69 261 
2 212 9 
407 594 336 
552 386 858 
144 732 97 
881 403 891 
537 749 182 
389 280 97 
646 873 490 
158 40 890 
373 128 958 
633 129 522 
993 888 115 
329 791 852 
538 286 935 
634 167 337 
877 55 437 
58 795 717 
506 792 941 
995 950 980 
237 322 459 
546 307 588 
67 299 827 
533 979 617 
736 517 903 
671 502 421 
359 378 827 
796 788 973 
864 645 764 
804 992 713 
135 228 387 
594 125 45 
533 544 343 
359 428 674 
327 164 190 
229 186 691 
1 544 421 
179 691 560 
151 554 556 
915 709 547 
979 844 126 
365 789 251 
409 321 146 
104 31 573 
777 357 736 
318 938 273 
360 290 169 
132 469 859 
691 619 765 
247 885 825 
145 864 20 
623 580 808 
225 341 480 
370 444 510 
942 572 867 
30 889 156 
654 600 445 
822 732 913 
33 774 884 
149 372 768 
973 517 983 
993 491 915 
152 715 255 
984 84 698 
493 377 621 
711 758 861 
866 412 460 
663 585 191 
575 617 965 
810 765 688 
930 90 204 
264 434 694 
178 585 760 
432 568 843 
481 413 572 
101 123 681 
961 341 92 
773 3 29 
315 929 645 
631 91 762 
319 20 851 
522 283 636 
568 461 572 
327 244 492 
522 725 904 
445 825 378 
125 138 70 
569 262 424 
597 576 353 
593 207 795 
706 525 814 
908 398 448 
543 317 260 
115 996 504 
606 517 228 
861 313 404 
590 789 893 
660 357 154 
435 305 730 
787 250 936 
933 955 812 
746 863 209 
546 757 878 
805 871 873 
308 828 741 
887 40 53 
291 630 841 
183 641 550 
337 75 854 
418 214 103 
